SourceID,TargetID,RelationshipType,TransactionAmount,TransactionDate,TransactionDescription,SourceName,SourceType,SourceSector,SourceOrganization
4459,2856,Fraud,87770,9/24/2013,Nepotism in Construction sector,Person 4459,Manager,Government,Organization 175
2183,798,Bribery,,4/18/2013,Fraud in Construction sector,Person 2183,Clerk,Government,Organization 360
4741,3873,Embezzlement,93362,12/4/2016,Bribery in Construction sector,Person 4741,Clerk,Healthcare,Organization 734
971,3904,Fraud,,11/23/2015,Embezzlement in Finance sector,Person 971,CEO,Healthcare,Organization 327
2023,1571,Bribery,34530,2/12/2017,Nepotism in Healthcare sector,Person 2023,Official,Government,Organization 274
4221,2619,Fraud,,9/9/2017,Nepotism in Healthcare sector,Person 4221,CEO,Finance,Organization 166
2885,4739,Bribery,,3/18/2014,Nepotism in Construction sector,Person 2885,Manager,Healthcare,Organization 596
3686,3020,Fraud,45523,11/25/2014,Nepotism in Government sector,Person 3686,CEO,Finance,Organization 161
2775,1542,Embezzlement,,3/28/2018,Nepotism in Construction sector,Person 2775,Clerk,Finance,Organization 127
1702,4481,Fraud,,5/15/2010,Embezzlement in Construction sector,Person 1702,Official,Government,Organization 513
610,4319,Bribery,28954,11/14/2019,Embezzlement in Government sector,Person 610,Clerk,Construction,Organization 661
2675,4700,Bribery,51471,6/15/2020,Bribery in Construction sector,Person 2675,Official,Construction,Organization 88
510,1860,Bribery,27481,11/5/2011,Nepotism in Construction sector,Person 510,Manager,Construction,Organization 663
3631,2675,Bribery,,6/11/2020,Fraud in Healthcare sector,Person 3631,CEO,Finance,Organization 23
4757,2754,Bribery,36862,4/11/2018,Nepotism in Construction sector,Person 4757,Official,Construction,Organization 744
1954,4506,Bribery,,1/6/2020,Nepotism in Healthcare sector,Person 1954,Manager,Healthcare,Organization 746
4047,2488,Nepotism,12679,7/7/2011,Bribery in Finance sector,Person 4047,Official,Finance,Organization 117
4671,4541,Nepotism,92262,3/8/2018,Embezzlement in Finance sector,Person 4671,Clerk,Government,Organization 662
4494,1004,Fraud,97505,2/4/2013,Fraud in Healthcare sector,Person 4494,Clerk,Finance,Organization 540
4353,138,Fraud,,5/1/2016,Bribery in Construction sector,Person 4353,Clerk,Government,Organization 491
2146,3424,Embezzlement,,3/6/2017,Embezzlement in Construction sector,Person 2146,Clerk,Finance,Organization 74
89,4722,Embezzlement,,1/18/2012,Fraud in Healthcare sector,Person 89,Clerk,Finance,Organization 594
1928,232,Bribery,,7/22/2011,Bribery in Construction sector,Person 1928,CEO,Healthcare,Organization 703
1720,4149,Bribery,87380,10/6/2020,Nepotism in Construction sector,Person 1720,Official,Construction,Organization 968
4844,4301,Fraud,,9/3/2010,Bribery in Healthcare sector,Person 4844,Manager,Healthcare,Organization 442
822,108,Nepotism,62413,9/6/2020,Bribery in Construction sector,Person 822,Clerk,Construction,Organization 561
4400,1787,Embezzlement,,7/11/2019,Nepotism in Government sector,Person 4400,Official,Construction,Organization 318
3694,1549,Nepotism,,2/17/2013,Fraud in Government sector,Person 3694,Official,Construction,Organization 710
4418,1281,Bribery,70017,9/8/2013,Fraud in Healthcare sector,Person 4418,Official,Construction,Organization 870
3146,4505,Bribery,57961,4/16/2012,Fraud in Healthcare sector,Person 3146,Manager,Finance,Organization 311
3368,3624,Bribery,38654,12/3/2016,Fraud in Finance sector,Person 3368,CEO,Construction,Organization 139
4231,4203,Fraud,56754,11/14/2017,Bribery in Construction sector,Person 4231,CEO,Construction,Organization 675
4623,4437,Bribery,,3/21/2015,Bribery in Construction sector,Person 4623,Clerk,Healthcare,Organization 243
4864,3433,Embezzlement,,3/14/2012,Embezzlement in Government sector,Person 4864,Official,Construction,Organization 178
2833,1701,Fraud,36880,6/7/2015,Bribery in Government sector,Person 2833,Manager,Construction,Organization 789
785,3021,Fraud,45581,11/6/2014,Nepotism in Government sector,Person 785,Official,Finance,Organization 418
1813,431,Bribery,,11/24/2016,Bribery in Finance sector,Person 1813,Official,Healthcare,Organization 156
1844,342,Embezzlement,,1/26/2020,Bribery in Finance sector,Person 1844,CEO,Government,Organization 8
1428,1555,Nepotism,58016,3/2/2012,Bribery in Healthcare sector,Person 1428,CEO,Construction,Organization 947
1078,2686,Nepotism,,4/3/2013,Embezzlement in Construction sector,Person 1078,CEO,Government,Organization 270
261,4626,Bribery,30027,6/1/2016,Bribery in Finance sector,Person 261,CEO,Construction,Organization 509
656,579,Nepotism,,12/14/2013,Bribery in Government sector,Person 656,CEO,Construction,Organization 80
3490,3692,Fraud,,11/27/2018,Nepotism in Construction sector,Person 3490,Official,Healthcare,Organization 327
824,2858,Nepotism,93201,5/6/2014,Nepotism in Healthcare sector,Person 824,Manager,Construction,Organization 237
4854,628,Fraud,9504,3/22/2019,Nepotism in Finance sector,Person 4854,Clerk,Construction,Organization 672
4642,1458,Fraud,43583,4/12/2011,Bribery in Finance sector,Person 4642,CEO,Construction,Organization 652
2170,1709,Bribery,,9/17/2013,Nepotism in Construction sector,Person 2170,Official,Government,Organization 766
3187,2523,Nepotism,50534,7/19/2019,Nepotism in Finance sector,Person 3187,Clerk,Government,Organization 482
4912,3578,Embezzlement,53519,4/20/2014,Fraud in Healthcare sector,Person 4912,Clerk,Healthcare,Organization 596
1952,2298,Nepotism,43767,11/5/2014,Embezzlement in Government sector,Person 1952,Official,Construction,Organization 783
1450,2171,Embezzlement,,10/22/2017,Fraud in Healthcare sector,Person 1450,CEO,Government,Organization 29
1474,1938,Bribery,81988,7/14/2011,Bribery in Government sector,Person 1474,CEO,Government,Organization 781
4142,4948,Fraud,,6/3/2013,Fraud in Finance sector,Person 4142,Clerk,Construction,Organization 220
639,2950,Nepotism,,12/26/2013,Nepotism in Healthcare sector,Person 639,CEO,Government,Organization 885
95,3967,Nepotism,98217,7/14/2020,Bribery in Finance sector,Person 95,Manager,Construction,Organization 781
4336,483,Fraud,8288,1/4/2015,Fraud in Healthcare sector,Person 4336,Official,Healthcare,Organization 147
46,1208,Nepotism,81731,4/1/2014,Embezzlement in Healthcare sector,Person 46,Clerk,Government,Organization 292
3843,1733,Embezzlement,16210,9/2/2016,Nepotism in Finance sector,Person 3843,Clerk,Government,Organization 305
540,4605,Nepotism,95325,1/1/2018,Embezzlement in Finance sector,Person 540,Clerk,Government,Organization 876
1624,5,Fraud,82495,11/18/2017,Nepotism in Finance sector,Person 1624,Clerk,Finance,Organization 122
762,810,Fraud,,12/1/2013,Nepotism in Finance sector,Person 762,Official,Finance,Organization 513
268,3439,Embezzlement,55272,5/22/2020,Nepotism in Construction sector,Person 268,Official,Healthcare,Organization 443
3983,2494,Fraud,64538,6/2/2020,Bribery in Healthcare sector,Person 3983,Clerk,Healthcare,Organization 331
1058,4961,Bribery,51584,12/5/2012,Bribery in Construction sector,Person 1058,Official,Healthcare,Organization 819
1834,71,Nepotism,,11/14/2018,Embezzlement in Construction sector,Person 1834,Official,Construction,Organization 560
4508,276,Nepotism,,6/14/2014,Fraud in Healthcare sector,Person 4508,Clerk,Healthcare,Organization 733
1553,1552,Embezzlement,17344,8/25/2020,Nepotism in Government sector,Person 1553,Official,Construction,Organization 146
4410,3861,Fraud,,3/12/2020,Fraud in Government sector,Person 4410,CEO,Construction,Organization 955
1594,3867,Fraud,,8/1/2017,Bribery in Healthcare sector,Person 1594,Manager,Finance,Organization 589
4656,3324,Nepotism,,9/15/2017,Fraud in Government sector,Person 4656,Manager,Finance,Organization 292
149,4597,Embezzlement,13938,9/16/2014,Embezzlement in Government sector,Person 149,Manager,Healthcare,Organization 521
3016,1492,Bribery,54857,9/8/2019,Nepotism in Finance sector,Person 3016,CEO,Government,Organization 42
2568,3859,Embezzlement,,12/11/2010,Nepotism in Construction sector,Person 2568,Clerk,Finance,Organization 647
2654,43,Embezzlement,70143,3/20/2018,Embezzlement in Government sector,Person 2654,Official,Finance,Organization 903
378,150,Bribery,,8/12/2015,Embezzlement in Healthcare sector,Person 378,Manager,Government,Organization 541
3188,3968,Fraud,14023,12/19/2012,Nepotism in Government sector,Person 3188,Clerk,Healthcare,Organization 167
1524,2503,Bribery,53684,11/8/2013,Embezzlement in Government sector,Person 1524,CEO,Finance,Organization 880
3079,356,Fraud,,11/8/2017,Fraud in Finance sector,Person 3079,Clerk,Healthcare,Organization 531
1363,455,Fraud,18888,6/21/2016,Fraud in Government sector,Person 1363,Manager,Government,Organization 967
4357,448,Fraud,,8/27/2012,Fraud in Healthcare sector,Person 4357,Official,Government,Organization 620
4423,2915,Fraud,,11/15/2017,Fraud in Government sector,Person 4423,Manager,Finance,Organization 654
4572,1122,Bribery,70802,3/26/2019,Embezzlement in Finance sector,Person 4572,Official,Government,Organization 540
158,2294,Nepotism,7531,8/6/2019,Fraud in Healthcare sector,Person 158,Official,Healthcare,Organization 695
439,4607,Bribery,,7/24/2019,Fraud in Construction sector,Person 439,CEO,Healthcare,Organization 98
4696,4086,Nepotism,61877,7/1/2016,Nepotism in Government sector,Person 4696,Clerk,Government,Organization 577
1020,4186,Nepotism,52023,4/5/2014,Nepotism in Government sector,Person 1020,Clerk,Healthcare,Organization 363
279,4760,Nepotism,,5/10/2012,Fraud in Healthcare sector,Person 279,Clerk,Government,Organization 467
1734,2869,Bribery,41216,10/9/2019,Fraud in Finance sector,Person 1734,Manager,Finance,Organization 859
4893,1827,Bribery,,7/4/2019,Embezzlement in Government sector,Person 4893,Clerk,Finance,Organization 236
2951,4113,Nepotism,71457,3/5/2020,Nepotism in Finance sector,Person 2951,Clerk,Construction,Organization 644
3070,3520,Embezzlement,5706,8/14/2017,Nepotism in Healthcare sector,Person 3070,CEO,Government,Organization 453
2162,4536,Embezzlement,,8/7/2010,Embezzlement in Government sector,Person 2162,CEO,Finance,Organization 9
559,420,Bribery,,4/11/2011,Embezzlement in Government sector,Person 559,Clerk,Government,Organization 21
2617,1824,Nepotism,66872,9/8/2020,Nepotism in Finance sector,Person 2617,Official,Healthcare,Organization 663
4059,725,Nepotism,13352,3/23/2016,Bribery in Government sector,Person 4059,CEO,Finance,Organization 513
2388,13,Embezzlement,,12/19/2012,Fraud in Construction sector,Person 2388,Official,Healthcare,Organization 40
756,2303,Nepotism,,1/20/2013,Fraud in Government sector,Person 756,Manager,Government,Organization 872
3005,4779,Embezzlement,94333,2/9/2013,Fraud in Finance sector,Person 3005,Manager,Construction,Organization 985
680,1697,Nepotism,35303,6/19/2014,Nepotism in Construction sector,Person 680,Official,Construction,Organization 241
315,3154,Nepotism,88678,10/27/2015,Embezzlement in Government sector,Person 315,Manager,Finance,Organization 885
1438,1964,Nepotism,,8/3/2020,Embezzlement in Government sector,Person 1438,Manager,Healthcare,Organization 998
4787,3900,Bribery,,9/4/2011,Embezzlement in Construction sector,Person 4787,CEO,Healthcare,Organization 265
2697,1653,Nepotism,72408,4/11/2018,Nepotism in Government sector,Person 2697,Manager,Healthcare,Organization 122
1525,4721,Nepotism,,10/8/2010,Bribery in Construction sector,Person 1525,CEO,Government,Organization 371
699,4255,Fraud,76597,6/8/2020,Bribery in Healthcare sector,Person 699,Manager,Construction,Organization 554
4560,98,Bribery,,8/24/2011,Fraud in Construction sector,Person 4560,Clerk,Government,Organization 81
3125,1549,Bribery,17794,7/27/2016,Fraud in Government sector,Person 3125,CEO,Government,Organization 100
2444,4796,Bribery,,7/15/2015,Nepotism in Healthcare sector,Person 2444,Manager,Government,Organization 809
2518,4087,Embezzlement,,6/26/2020,Bribery in Construction sector,Person 2518,Official,Finance,Organization 515
3229,4653,Embezzlement,,11/25/2017,Fraud in Finance sector,Person 3229,Manager,Construction,Organization 572
1270,1345,Fraud,,5/12/2011,Bribery in Government sector,Person 1270,Clerk,Finance,Organization 149
454,1104,Embezzlement,82311,4/18/2018,Bribery in Government sector,Person 454,Clerk,Government,Organization 352
2132,4897,Fraud,,3/14/2017,Fraud in Government sector,Person 2132,Official,Government,Organization 997
4371,123,Fraud,14527,1/17/2010,Embezzlement in Construction sector,Person 4371,CEO,Finance,Organization 852
1555,4148,Nepotism,83219,2/11/2014,Bribery in Finance sector,Person 1555,Official,Finance,Organization 782
4547,2391,Bribery,8646,12/5/2011,Nepotism in Construction sector,Person 4547,Clerk,Finance,Organization 123
4970,3884,Bribery,,10/17/2019,Nepotism in Healthcare sector,Person 4970,Official,Construction,Organization 214
1944,1862,Bribery,,1/6/2011,Bribery in Finance sector,Person 1944,Official,Finance,Organization 473
3312,4537,Nepotism,89616,3/5/2012,Fraud in Healthcare sector,Person 3312,Manager,Construction,Organization 456
3797,4194,Bribery,63909,5/21/2014,Bribery in Healthcare sector,Person 3797,Official,Construction,Organization 557
2308,4372,Fraud,35556,2/19/2014,Bribery in Healthcare sector,Person 2308,Manager,Government,Organization 749
373,3976,Fraud,,6/27/2019,Embezzlement in Healthcare sector,Person 373,Manager,Government,Organization 666
4696,2107,Fraud,35856,8/13/2011,Bribery in Government sector,Person 4696,Clerk,Government,Organization 577
3833,152,Bribery,69717,5/6/2020,Embezzlement in Construction sector,Person 3833,Official,Construction,Organization 412
3539,4369,Embezzlement,,12/26/2020,Nepotism in Construction sector,Person 3539,Manager,Government,Organization 903
2938,374,Bribery,,5/25/2020,Fraud in Finance sector,Person 2938,Clerk,Healthcare,Organization 401
2139,2188,Embezzlement,92406,1/6/2013,Fraud in Construction sector,Person 2139,Manager,Healthcare,Organization 101
4869,1709,Bribery,1359,12/5/2020,Embezzlement in Healthcare sector,Person 4869,Manager,Finance,Organization 804
172,902,Fraud,4735,2/26/2019,Nepotism in Finance sector,Person 172,CEO,Finance,Organization 531
929,3010,Embezzlement,13898,12/28/2015,Embezzlement in Government sector,Person 929,Official,Government,Organization 390
3526,1557,Nepotism,36407,1/4/2012,Nepotism in Finance sector,Person 3526,Clerk,Government,Organization 172
3564,785,Nepotism,,2/28/2015,Fraud in Healthcare sector,Person 3564,Official,Healthcare,Organization 521
3310,489,Fraud,99273,5/5/2015,Nepotism in Construction sector,Person 3310,Clerk,Construction,Organization 499
3063,4749,Fraud,1422,5/3/2019,Bribery in Finance sector,Person 3063,Official,Finance,Organization 30
867,1017,Bribery,50183,12/24/2013,Embezzlement in Construction sector,Person 867,Official,Healthcare,Organization 53
3838,3433,Embezzlement,92322,5/17/2015,Embezzlement in Healthcare sector,Person 3838,Clerk,Finance,Organization 120
1598,1699,Bribery,,11/27/2011,Nepotism in Construction sector,Person 1598,Official,Finance,Organization 649
294,1577,Fraud,,1/24/2012,Bribery in Government sector,Person 294,Official,Healthcare,Organization 551
4808,4347,Embezzlement,,9/6/2012,Bribery in Government sector,Person 4808,Official,Finance,Organization 270
4057,3484,Fraud,78891,4/2/2013,Fraud in Finance sector,Person 4057,Manager,Healthcare,Organization 595
1704,4594,Nepotism,4146,6/12/2010,Nepotism in Government sector,Person 1704,Official,Construction,Organization 500
1223,2159,Bribery,81506,2/1/2014,Embezzlement in Finance sector,Person 1223,CEO,Finance,Organization 934
186,53,Fraud,,8/24/2020,Fraud in Government sector,Person 186,Manager,Finance,Organization 840
3899,3304,Bribery,24405,5/26/2019,Nepotism in Healthcare sector,Person 3899,Clerk,Construction,Organization 819
2310,3349,Embezzlement,,10/4/2017,Bribery in Healthcare sector,Person 2310,CEO,Healthcare,Organization 414
964,123,Bribery,61666,12/12/2020,Nepotism in Healthcare sector,Person 964,Manager,Government,Organization 760
2257,3673,Embezzlement,,5/4/2016,Nepotism in Government sector,Person 2257,Official,Finance,Organization 534
1443,865,Nepotism,40034,11/23/2020,Fraud in Finance sector,Person 1443,Official,Healthcare,Organization 277
